HW1;HW2;HW3;HW57;HW53
44;12.7;91.4;4;11.8
16;8.6;73.9;2;9.7
50;14.5;96.3;2;9.9
42;13.1;89.2;3;10.2
12;6.7;65.1;2;9.9
38;11.4;82.3;3;10.8
56;14;99.1;3;10.3
17;9.3;72.7;2;9.8
38;12.6;84.4;3;10.4
25;10.4;81.2;4;11
51;14.7;93.4;4;11.3
26;9.9;80.3;2;9.3
48;12.8;92.9;3;10.1
31;10.3;84.1;3;10.5
44;14.8;96;3;10.8
30;11;83.1;2;8.5
12;11.9;77.4;3;10.7
41;18.5;100.1;4;12.4
52;15.7;95.1;4;12.4
14;10.3;75.9;3;11.7
46;17.2;100.9;3;11.5
52;20.1;106.8;4;13.3
35;14.8;91.3;3;11.6
43;13.2;92.5;3;11.3
31;12.4;88.8;3;11.8
19;11.1;79.5;3;11.5
16;10.8;78.4;4;11.5
55;16.5;102.5;4;11.9
18;10.5;78.1;4;11.6
21;10.7;80.8;4;11.4
21;11.5;82.1;4;13.1
11;9.5;70.1;2;8.3
16;9.4;74.2;3;11
15;9.4;73.2;4;11.3
7;9.3;67.7;4;11.6
58;12.7;98.6;4;12.4
49;17.3;97.2;4;11.9
44;18.2;100.3;4;12.3
9;8.8;75.4;4;11.8
29;15.1;92.6;4;11.7
32;11.6;86.8;4;12.3
29;15;92;4;11.5
10;7.7;68.2;4;11.1
51;19.4;104.4;4;11.2
39;12.1;89.9;4;12.3
47;17;105.4;4;11.2
33;14.6;92.4;4;11.2
6;8.2;69.3;2;9.7
19;10.9;81.3;4;12.2
15;10.9;78.8;3;10.3
25;12.2;84.6;4;11.3
25;11.9;85;3;10.8
12;8.5;72.4;4;11.9
15;8.8;77.3;4;12.1
23;10.5;84.6;4;12.6
37;13.2;90.5;4;12.2
43;18.2;101.7;4;11.7
11;9.4;71.2;3;10.8
32;12.2;85.8;4;11.3
59;23.2;110.6;4;13.1
49;19;104.1;4;11.7
54;26.9;111;4;13.1
41;15.8;98.4;3;10.4
26;9.5;81;4;13
45;16.7;99.6;4;12.4
24;10.9;79.8;3;10.9
17;11.3;80.3;4;11.7
48;16.6;105.5;4;11.3
23;10.7;82.6;4;11.7
25;10.8;85;4;11.1
45;16.6;98.1;4;11
27;14.5;90.4;4;11.1
27;11.3;85.4;4;12.2
48;18.8;104.4;4;12.2
50;16.8;104.1;3;10.6
34;14.1;91.6;3;10.5
59;20.9;108.3;3;10.7
10;9.7;70.6;3;10.2
9;7.2;67.7;4;11.8
57;25.8;120.8;4;11.8
41;17.3;96.4;4;12.6
12;10.8;74.1;3;10.9
27;12.8;86.4;4;11.6
51;14.2;95.4;4;11.3
32;12.2;86.8;4;11.3
13;9.8;72.8;3;10.8
58;17.4;106;4;12.3
7;8;68.8;4;12.1
17;12.1;80.4;4;12.1
47;16.8;99.5;4;12.1
42;12.7;94.4;4;12.6
43;12.7;92.8;4;12.2
51;18.6;107;4;12.2
24;12.3;87;4;13.1
31;10.9;84.9;3;10.9
52;14.6;98.3;4;12.3
43;16.4;99.5;4;11.2
11;8.7;73.3;4;11.8
36;11.8;89;4;12.9
38;10.9;87.3;3;10.5
51;15.7;102.2;4;12.8
53;17.7;101.8;4;13.5
36;13.5;93.6;4;11.6
11;8.4;70.2;4;11
32;13.4;87.3;4;11.2
20;11.3;85.1;4;11.4
18;10.9;82.4;3;10.4
19;10.7;80.6;2;9.7
26;11.5;87.5;4;12.4
6;7.6;67.3;3;10.9
12;9.6;74.2;4;11.1
48;13.5;93.9;4;12.1
43;17.3;96.4;4;11.9
12;8.5;75.1;4;11
50;17.2;102.2;4;11.6
50;14.2;98.7;3;10.7
22;10.4;84.2;3;10.8
47;17.3;105.1;4;13.3
12;8.8;76.7;4;11.1
21;9.3;81;3;10
22;11.1;83.4;4;11.4
50;18.7;104.8;4;11.4
6;8.2;65.1;3;10.2
35;15.7;93.6;4;11.6
16;7.7;71.4;4;11.5
14;12.1;80;4;11.4
53;30;112.6;4;13.4
17;12.7;79.9;4;12.4
28;14.2;91.5;4;11.7
46;15.2;93.4;4;11.9
32;15.2;92.7;4;11.4
24;11.5;84.6;4;11.3
6;9.5;64.6;4;11.6
56;16.4;107.2;4;11.5
17;11.3;78.6;2;9.9
14;9.5;75.5;4;11.8
25;11.7;84.6;4;13.8
48;27.7;106.8;4;12.6
14;9.6;74.6;4;11.1
19;10.3;82.3;4;12.3
30;14.7;89.7;4;12.9
19;10;77.3;4;12.3
25;12.7;87.6;4;12.2
7;8.7;68.1;3;10.9
58;16.6;104.9;4;11.8
28;14.3;91.8;4;11.9
35;13.8;90.7;4;12.7
44;13.2;96.1;4;11.5
35;14.7;95.4;4;11.3
36;14.7;92.7;4;11.6
15;10.8;79.4;2;8.5
25;13.7;95.4;4;12.2
16;11.2;81.1;4;11.8
8;7.3;65.3;3;10.2
52;15.4;103.8;4;11.3
36;12.7;88;4;12.3
29;14.6;88;4;13.6
29;13.8;87.5;4;11.4
6;7.2;63.6;4;12.1
55;16.8;104.6;4;12.3
50;17.1;104.4;4;11.1
45;14.4;94.2;2;9.7
51;14.4;96.8;4;11.9
12;9.1;70.7;2;9.3
46;11.9;92.1;4;11.6
45;17.2;102.4;4;11.2
17;10.5;80.2;3;10.8
15;10.6;80;4;11.8
33;15.8;94.8;3;10.1
47;22.8;109.8;4;13.2
52;19.6;102;4;12.2
15;9.6;77.6;3;10.9
22;9.8;79;4;11.7
32;13.3;92.6;4;11.4
47;17.3;101.9;4;12.6
21;10.8;83.4;4;12
59;19;108.2;4;11.2
8;8.1;68.3;3;10.7
49;14.6;97;4;12.4
43;15.8;99.7;4;11.8
15;8.9;76.2;3;10.5
30;13.2;92.1;3;10.9
39;17.4;102.1;4;12.9
17;11.3;75.4;4;12.2
45;14.7;95;4;12
50;15.1;97;4;13.5
54;23.7;111.2;4;11
33;14.2;93.3;4;11.4
57;16.8;105.5;4;11.4
36;14.3;92.6;4;12.6
27;11.7;87.6;4;12.3
29;13.5;90;4;11.2
29;12.4;87.1;4;11.6
20;12;79.2;3;10.4
20;12;81.5;4;11.6
33;13.6;91.6;4;11.6
42;16.3;98;3;10.2
14;9;74.4;2;9.8
42;15.3;96.8;4;13.5
15;8.5;75.8;4;11.8
32;14.3;91.2;3;10.9
43;13.6;93.5;2;8.4
22;11.6;79;3;10.8
34;15.6;94.4;4;13.7
26;13.4;85;4;11.2
11;9;70.2;4;12.8
58;16.8;98.4;4;12.5
34;13.5;91.1;4;12.4
55;14.4;98.2;4;12.9
12;11;74.2;2;8.8
17;11.5;80.3;3;10.8
32;11;87.1;4;12.9
31;11.2;85.2;4;11.4
51;17.5;99;4;12.6
49;14.3;96.9;3;10.5
24;11.4;82.8;4;11.3
20;9.7;82.1;4;12.8
8;8;65.7;3;10.9
45;16.5;106.3;4;11.5
6;4.3;58;2;7
6;5.2;60.1;3;10
23;10;80.5;2;9.9
14;9.8;77.2;2;9.7
36;16.9;97;4;12.2
38;15;96.8;4;13.4
29;10.6;84.5;4;11.3
6;7.4;66.4;3;10.7
47;16.4;103.8;4;12.4
35;15.9;95.5;3;11.8
12;9;72.3;3;11.1
57;18.7;104.6;3;11.8
27;9.8;78.7;4;12
29;13.4;88.7;4;12.6
41;17.7;94.7;4;12.4
56;15.3;100.9;4;12.6
7;8.6;65.1;3;11.1
33;13.7;90;3;11
30;11.3;86.4;4;13.2
6;8.3;67.9;4;12.6
38;11.5;87.1;4;13
41;12.6;90.8;4;13.6
24;13.3;86.8;4;13
23;11.4;80.7;2;10.8
7;7.3;67.1;4;12.2
17;8.5;72.6;3;11.6
56;14.8;98.9;4;12.9
32;10.8;88.4;3;11.7
42;13.3;90.6;3;11.8
15;8.8;74;3;11.8
38;13.6;90.4;4;12.6
44;15.1;94.9;3;11.7
50;14.7;99.7;4;12.9
49;13.8;96;4;13.1
18;10.1;77.9;3;12.2
40;12.8;90.7;4;13.3
45;12.7;90;4;12.7
19;9.5;76.3;3;11.1
38;12.4;86.8;4;12.8
16;9.9;76.6;4;13.3
47;14.3;92.2;2;10.5
16;10;76.5;2;9
44;15.2;93.8;4;12.4
58;15.2;98.2;2;10.7
42;11.7;89.6;4;12.4
42;16;98.5;4;12.5
19;9.5;80.2;4;11.7
8;11.2;72.4;4;12.4
47;16.9;99.9;4;12.6
6;8.7;67.5;4;13.1
48;14;94.6;4;13.6
15;11;79.6;3;11
41;16.1;98.7;4;11.3
42;15.1;98.5;4;12
25;13.6;87.6;3;10.8
13;8.9;73.9;4;11.9
11;9.8;77;4;11.2
22;11.6;84.2;3;10.2
38;13.5;93.3;4;11.4
23;12;84.2;4;12.7
18;12.3;79.6;2;8.2
23;12.8;87.8;4;12.1
28;12.6;88.2;2;10.9
40;15.4;98;4;15.1
8;7.4;64.6;4;14.2
8;6.7;67.3;1;9.5
40;12.9;92.8;3;13.3
18;8.7;77.1;3;13.9
14;8;73.1;4;14.9
35;12.7;92.5;3;14.1
18;8.2;75.1;2;12.3
35;12.5;87.7;3;13.3
32;13;92.1;4;14.8
51;21.5;109.3;4;14.4
51;18.9;100.8;4;14.8
55;16.6;102.4;4;15
57;18;109.5;4;15.7
34;12.1;88.3;3;13.6
52;18.2;103.9;3;13.7
25;15.3;85.7;3;13.4
32;10.6;84.4;2;12.3
35;14.2;93.7;3;13.5
51;19.2;108.6;3;13.9
11;8.9;70.2;2;12.7
14;8.4;73.2;2;13.1
24;10.3;81.3;2;12.9
51;13.1;91.4;4;15.1
37;15.6;95.2;2;13.8
9;7.5;68.6;2;12.3
28;13.3;88.8;3;14.4
32;13.7;91.7;4;16.9
54;19.1;106.6;4;15.4
32;14;92.5;4;12.8
29;11.8;85.6;4;12.8
54;17.6;104.8;4;13.5
8;8.4;64.1;3;12.2
32;12.8;91.1;4;14.6
14;9.5;73.2;3;14.2
30;12.9;93.3;4;15.2
43;16.2;98.9;4;14.6
9;8.7;69.3;4;14.7
38;13.4;96.1;4;14.3
15;10.2;80.4;3;13.9
58;18.4;105.1;4;14.6
58;18.4;108.1;4;15.5
57;18.3;105;3;13.7
29;13.5;90.7;3;13.2
58;18.1;104.9;4;15.1
54;16.4;104.1;4;15
55;15.3;99.2;4;15.4
54;18.4;103.4;3;13.5
27;13.3;87.9;2;12.9
55;16.6;99.8;4;14.2
43;14.1;90.9;2;13
50;15.4;100.4;3;13.4
37;13.8;92.1;4;14.7
20;11.3;81.9;3;15.7
54;14.2;96.9;4;16
14;9;73.8;2;13.1
27;11.5;86.1;3;15.1
27;12.5;88.1;3;15.5
10;8.2;69.7;3;14
21;11.1;82.6;3;13.6
35;13.7;88.9;4;14.3
57;22.3;110.4;3;13.3
40;14.1;92.2;2;12.2
46;15.8;100.4;3;13.3
41;14.5;94.9;3;14
53;17.7;102.5;4;14.8
42;13.4;90.6;3;13.6
22;10.5;79.8;3;13.5
48;15.5;102.4;4;14.9
54;19.1;101.3;2;12.6
19;11.9;80.3;3;13.3
6;7.1;64.5;3;13.9
47;14.7;98.5;4;15.4
26;13.1;90.4;4;15.4
12;11.6;77.9;3;14
42;16.4;98;3;14
19;13.8;85.8;4;14.6
16;10.6;79.8;4;15.4
48;15.5;99.8;3;13.5
28;11.6;85.4;4;14.4
46;18.4;104.6;4;14.4
29;15.1;93.5;4;15.6
37;15;98.3;3;13.6
58;17.4;113.1;2;13.1
13;9.2;74.2;2;11.8
24;12.5;81.5;3;13.9
50;17.2;104.9;4;14.6
35;13.1;93.2;3;13.4
11;8.5;73;4;14.9
33;14.3;93.2;4;14.7
45;16.2;98.5;4;14.7
37;12.5;90;4;15.9
14;8.8;71.6;2;12.1
57;17;107.6;4;15.5
41;15.3;94.6;3;13.7
16;9.8;77;4;14.8
55;16.4;102.2;4;15.3
6;7.8;65.7;2;12.9
21;12;83.5;2;12.8
49;15.9;98.6;4;14.8
59;17.4;106.7;4;14.3
45;18;99.3;4;14.3
19;9.3;77.6;3;13.8
58;16.8;103.2;3;14
15;9.4;72.4;4;14.9
41;13.8;93;4;15.4
59;16.1;101.2;4;14.2
13;9.6;74.4;2;12.5
29;14.6;90.2;3;13.3
27;13;87.8;4;14.9
19;10.9;77.9;2;13
12;11.9;78.7;2;12.1
23;11.5;83.2;3;14
16;9.2;76.7;2;12.2
28;11.6;84.2;2;12.1
16;8.6;72.9;4;14.9
55;16.7;99.2;4;14.4
50;16.9;105.9;4;14.8
54;17.5;105.3;4;16.1
47;13.4;95;4;15.1
43;16;92.7;3;14
31;13.1;86.7;4;14.7
23;11.7;80.6;2;13.3
51;15.9;97.6;4;15.7
25;10.8;84.7;4;11.5
19;9.7;76.5;2;8.1
54;18.3;102.5;4;11.3
28;15.6;92;2;9.7
50;16.1;98.9;3;10.4
38;15;94.6;4;12.1
6;7.4;62.6;4;11
25;11.6;85.7;2;8.6
47;15.7;102.9;3;13.7
45;14.6;97.4;4;14.8
31;12;84.8;4;15.1
46;14.8;97;4;15.5
19;10;78.9;4;14.4
26;10.8;82.8;2;12.1
11;11.2;71.4;1;8.6
10;9.4;68.2;2;11.9
49;19.2;105.5;3;13.4
38;15.3;94;3;13.9
54;15.7;98.4;4;14.9
59;17.4;106.4;3;13.9
57;17.9;105;2;13.2
8;9.5;71.8;2;13.1
30;12.8;91.8;3;13.4
50;20.4;105.2;4;15.2
31;13.7;91.5;2;12.4
11;8;70.9;2;12.9
23;10.9;83.3;3;13.3
20;9.4;79.4;3;13.7
26;12.7;90;2;13.1
29;11.2;85.8;3;13.8
39;14.1;94;4;14.7
57;16.7;99.1;3;13.8
57;18.3;112.8;3;14
59;18.5;105.9;3;14
43;18;95.9;3;14
55;16.3;102.4;3;13.5
49;17.5;103.9;4;14.8
40;12.3;91.3;3;12.3
50;16.3;102.4;4;13.5
16;11.6;77.2;3;11.6
46;15.6;98;3;12.1
14;11.5;79.4;3;12.5
27;13.1;83.4;4;14.1
20;12.3;81.3;4;15.4
53;14.4;96;4;14.5
15;8.6;73.4;4;14.8
10;6.8;66.8;4;14.7
54;17;100.3;2;13.6
26;11.6;87.4;3;14.6
12;7.6;70.8;2;12.1
35;20;101.3;4;11.5
59;20.7;110;4;11.2
16;10.8;78.1;4;11.7
43;14;97.6;4;11.7
24;11.4;86;4;11.8
43;17.5;103;4;12
17;9.2;77.1;4;11.6
27;12.1;89.7;2;9.6
59;15.6;109.5;4;12.1
54;16.9;104.4;4;11
25;11.3;84;4;11.1
24;11.8;85.1;4;11.2
59;16.5;107;4;12.9
40;15.1;100;4;12.5
33;13.8;95.1;2;9.7
47;14.5;96.2;4;11.1
10;8.8;69.9;3;10.3
31;14.3;97.5;4;11.8
59;17;107.9;4;11.5
29;12.9;91.2;4;14
28;12.2;90.3;4;11.7
46;15.9;99.9;4;12.3
27;11.4;88.8;4;11.6
16;10.6;77.9;3;10.6
50;22.6;112;4;13
48;19.6;108.7;3;10.2
29;12.9;88.3;4;12
24;13.5;93.7;4;12.3
15;10.7;79.5;4;11.4
56;17.1;104.9;3;10.5
16;10.5;78.2;4;11
57;19.4;106.5;3;10.9
38;13.1;95.2;4;11
56;18.2;107.1;3;10.9
28;13.9;90.7;4;11.9
15;9.1;77.2;2;9.4
56;17.7;104.1;4;11.5
55;17.8;103.7;3;10.1
43;13.6;94.7;3;10.5
26;10;84.9;4;11.4
48;16.1;105.3;4;11
25;11.5;82.6;4;12.5
40;13.7;92.5;4;11.6
20;9.7;82.4;3;10.4
41;14;95.4;4;12.2
58;19.1;108.8;4;11.1
43;17.3;102.3;4;11.3
44;17.1;101;3;10
35;16.3;99.4;4;11.6
56;22.2;112.2;4;11.9
50;15.8;102.1;4;11.1
20;11.3;84.5;3;10.9
19;9.1;78.4;3;10.3
14;9.2;75;3;10.3
42;15.1;96.9;4;12.7
15;9.3;80;4;11.9
54;16.4;102.9;4;13.6
40;15.4;98.4;4;14.2
17;9.4;77.4;4;11.7
39;11.1;88.4;4;12.2
10;8.3;69.9;2;8.8
17;8.9;80.6;4;11.5
48;16.3;101.8;4;13.4
32;11.5;88.5;3;10.9
19;12;81;3;10.5
52;17;103;3;10.5
45;16.4;102.2;4;12.2
49;13;98;4;11.9
36;14;93.2;4;11.6
54;18;104.3;4;11.8
40;13.4;91.6;4;13.6
53;15.5;98.8;2;9.9
12;10;70.2;4;11.6
27;12.4;87.3;4;12.1
48;15.5;100.7;4;11.1
29;11.3;89.7;4;12.5
14;9;73.7;2;8.5
37;14.2;94;4;11.4
14;11.1;80.6;4;11
25;10.4;85.2;4;11.4
46;16.9;102.9;3;10.7
22;13.1;88.8;3;10.5
8;9.9;73.6;2;8.5
46;14;98.7;4;11.9
20;11;83.3;3;10
29;11.4;85;3;10.2
58;18.9;106.6;3;10.9
39;17.8;98.7;4;11.6
23;14.1;89.7;4;12.5
28;13;87.6;4;11.9
30;12.9;91;4;11
12;10.1;75.3;2;9.9
17;9.8;78.7;4;11.3
13;8.4;73.4;4;11.5
33;14.2;92.5;4;11.1
31;12.5;90.6;4;12.9
46;15.6;95;4;11.1
9;9.2;74.7;4;11.5
40;19.4;98.8;2;9.9
9;9.6;70.2;3;10.7
21;10.7;82.4;3;10.8
31;12.7;92.4;4;11.2
54;16.8;101.7;4;11.7
10;8.8;70.2;3;10.9
14;9.3;77.2;4;11.3
10;7.3;72.2;3;10.4
23;12.8;87.6;4;11.5
58;16.1;102.7;3;10.2
40;13.6;91.8;4;11.7
12;10.1;76.1;3;10.6
10;7.2;70.9;3;10.3
52;16.4;101;4;11.6
18;6.6;68.6;4;11.9
14;6.1;69.6;3;10
8;8.4;71.8;3;10
12;9.2;75.5;4;12.2
25;14;91.1;3;10.5
36;14.1;94.6;3;10.4
46;17.7;100.9;4;11.5
17;11.5;79;4;12.1
52;14.5;95.7;4;12.3
10;10.1;76.1;3;10.8
41;13;92.3;4;11.2
15;9.3;76.5;4;11
53;16.5;101.8;4;12.6
43;18;102.7;4;12.9
16;9.9;77.4;2;8.7
43;12.5;91.2;3;10.4
39;12.5;89.3;3;10.8
26;10.3;81.3;3;10.7
47;14.3;95;4;11.5
23;10.6;81;4;11.4
10;8;68.7;2;7.8
46;19.4;104.9;4;12.5
17;11.1;80.3;3;10.5
52;16.5;99.3;4;11.9
17;8.6;74.6;4;13.8
41;12.8;94.2;3;10.6
54;13.8;95.5;4;12.3
10;8.8;70.1;2;9.8
21;9.5;82;4;11.6
32;10.2;89.2;3;10.3
23;10.4;83.9;4;11.5
45;18.3;99.2;4;11
58;14.8;102.9;4;11.8
18;10.6;81.2;4;11.4
10;8.2;70.1;3;10.6
27;14.5;87.9;4;11.2
58;17.5;101;4;11.9
38;17.1;96.6;4;11.8
53;18.4;103.8;4;12.4
27;13.9;93.9;4;13.1
38;12.6;97.5;3;10.1
32;12.1;90.9;4;12.1
8;7.5;68.4;3;10.7
12;9.4;74.6;2;9.2
40;15.3;98.7;3;10.5
45;14;93.1;4;12.2
19;9.1;77.4;4;12.4
39;11.4;89.6;4;13.6
18;9.3;75.5;4;11.7
12;7.5;71;4;11.1
11;9.4;74.3;3;10.5
6;7;64.1;3;10.8
34;12;86.7;4;11
29;13.1;89.3;3;10.7
42;15.8;98;3;10.9
12;8.7;69.6;4;11.7
50;14.5;98.3;3;10.2
50;15.8;100.2;3;10.8
12;10;75.9;4;11.6
21;10.5;77.7;2;9.7
31;12;83.6;2;10.2
55;15.5;94.4;4;11.6
42;13.7;94.6;4;13.1
37;12.8;87.2;2;10
28;12.9;85.8;4;11.5
8;7.6;64.2;4;11.7
33;12.3;84.7;2;9.8
59;18;103.6;4;11.6
36;11.8;86.2;4;11.5
44;14.1;92.9;4;12.3
27;11.7;87.1;4;11.9
52;14.1;99;4;11.1
54;16.8;105.7;4;11.6
9;5.6;64.9;3;10.3
16;10.5;79.7;3;10.3
44;17.1;100.6;4;11.4
47;16;98;3;10.7
50;14.1;96;4;11.1
30;10.4;87.4;3;10
9;8.4;68.8;2;8.6
57;16.2;101.9;3;10.9
58;18.6;103.3;4;11.1
29;11.9;86.8;4;11.5
6;7.3;65.6;3;10.3
54;15;102.7;4;11.4
23;10.9;82.9;3;10.7
37;14.2;92.9;3;10.7
8;7.3;66.2;3;10.7
51;18.2;103.6;3;10.8
24;12.3;87;4;11.6
14;10.3;77.3;3;10.5
53;15.6;102.7;4;11.9
32;14.7;93.1;3;10.7
12;9.5;74;2;9.2
34;15.1;93.5;4;11.7
24;13.5;85.6;4;11.3
30;11.3;85;3;10.6
35;12.2;88.8;4;11.4
56;14.7;103.9;4;11.8
34;12.7;88.8;4;11.9
8;7.8;70.2;2;7.5
42;13.9;92.3;3;10.8
15;12.2;79.1;4;11.1
39;17.1;99.3;4;12.5
28;11.6;85.8;3;10.3
7;8.4;68.5;2;9.7
14;8.9;73.9;4;13.7
42;18;98;3;10.8
12;8.7;73.6;4;11.7
31;12.9;92.1;4;11.3
50;15.2;98.6;3;10.6
14;7.7;71.2;4;11
17;10.4;77.6;2;9.4
9;7.2;67.2;3;10.1
19;11.7;83.4;4;11.2
38;17.2;97.3;3;10.8
14;9.1;77.4;2;7.4
33;12.2;86.7;3;10.9
56;16;100.4;4;11.6
51;16.9;104.4;4;12.3
56;15.7;102.4;4;12
52;15.8;105.3;3;10.5
15;9;75.2;3;10
51;16.4;103;4;11.3
34;18.4;103.3;4;11.6
8;10.1;74.4;3;10.9
21;11.1;83.5;4;13.5
20;14.1;88.9;4;12.4
52;34.6;119.5;4;13.2
53;19.3;107.9;4;11.6
17;11.5;81.1;4;11.9
8;9.6;70.2;4;11.1
48;17.6;102.7;4;11.5
51;15.4;103.5;4;13.2
42;16.4;100.5;4;12.7
35;16.1;98.2;4;14.3
15;11.8;78.1;4;13.5
15;11.6;78.5;4;12.7
25;13.9;90.2;4;12.1
13;11.6;77.1;4;13.2
38;17.5;98.5;4;12.5
51;21.8;111.2;4;12.7
45;17.6;101.4;4;12.8
54;19.9;106.2;4;13.1
57;24.9;106.7;4;13.1
20;15;89;4;12.8
21;17.2;93.8;4;13.6
40;12.7;98.5;3;10.3
9;8.9;74.5;4;11
39;18.3;99.5;4;11
8;10.8;73.2;2;9.9
18;12.6;79.8;4;11.6
28;16.5;94.5;3;10.5
17;9.8;76.7;4;12.3
25;13.7;87;4;12.5
55;18.7;112;4;11.9
52;16.4;106;4;13.4
14;12.8;79;4;11.9
45;14.5;98.3;4;12.1
59;19;108.2;4;11.4
59;26.7;109.6;4;11.5
57;22.1;110.1;3;10.6
25;14.8;87.8;4;11.9
6;7.3;65.7;4;11.5
33;16.7;94.1;4;11.8
26;13.9;85.8;4;11.3
46;18.5;95.2;4;11.4
45;15.2;97.2;4;11.4
30;19.3;94.4;4;12
25;15;91.6;4;12.6
24;14.2;89.1;4;13.5
26;12.4;87.9;4;11.4
24;14.7;91.5;4;13.4
20;13;83.2;4;11.6
41;14.3;97.6;4;12.4
9;8.2;71.8;1;6.2
15;11.1;80.4;2;9.3
7;8.6;66;3;10.9
35;15.2;94.8;4;11.5
15;10.5;73.4;3;10.5
48;14.7;104.2;4;12.8
9;11.2;72.7;4;11.2
36;18.2;100.3;4;12.3
10;11.1;75.8;3;10.5
25;14.5;89.7;4;12.3
32;13.8;94;4;12.1
7;9.9;69.6;4;12.2
21;14.5;85.7;4;13.1
41;17.4;95.7;4;11.6
55;17;98.1;4;12.4
57;27;113.6;4;11.4
33;15.4;93.2;4;12.2
13;11.5;76.3;3;10.2
44;17.5;98;4;12.7
18;12.2;78.8;3;10.6
10;8.5;69.6;4;11.3
29;15.4;90.5;4;11.7
48;15.9;100.7;4;12.4
10;11.8;72.5;2;9.3
11;11.8;77.7;4;11.3
47;13.6;96.3;4;11.7
20;11.1;83.8;4;12.1
6;7.2;65.1;3;10.7
44;12.5;91.3;4;11.7
12;13.2;81.2;3;10.8
14;9.3;76.4;4;11
44;18.4;103.3;4;11.6
50;16;102.7;4;11.4
14;8.8;71.4;4;11
43;13.6;95.7;4;12.3
10;12.6;74.8;4;11
48;16;102.5;3;10.4
37;12.1;87.2;4;12.1
7;9.6;73.2;3;10.1
42;18.8;99.4;4;12
42;15.5;100.5;4;11.6
58;19.7;102.2;4;11.7
46;15.5;100.5;4;12.3
53;17.4;101.9;4;12.3
9;10.3;72.8;2;9.7
57;17.1;102.8;4;12.9
9;9.8;71.3;3;10.7
52;19.9;107.4;4;11.7
25;13.1;86.4;4;12.3
33;15.3;95.1;4;11.8
31;15.2;95.5;4;13.3
18;9.6;77.7;3;10.8
26;13.4;89.5;4;12.6
42;15.5;99.8;4;13
55;22.1;111.1;3;10.5
56;28.3;117.9;4;11.7
52;19.3;107.4;4;11.4
52;19.1;108.1;3;10.1
24;13.2;83.4;4;11
52;16.9;97.7;4;12.3
9;9.6;74.7;3;10.1
56;18;107.1;4;11.6
12;9.9;69.9;4;11.1
13;11.1;78.2;3;10.1
34;14.2;94.4;3;10.6
58;31.2;112.1;4;12.8
18;13.2;80.5;4;12.5
7;9.8;71.1;2;9.9
25;12.4;86.4;3;10.8
59;14.3;99.1;4;12.2
57;39;121.7;4;12.4
17;12.3;79.8;3;10.1
15;12.1;77.2;4;13.8
22;15.1;89.6;4;11.4
17;11;77.6;3;10
34;14.4;93.3;4;11.2
7;9.9;67;2;9.8
6;7.2;63;4;11.7
20;14.8;86.6;4;11.8
12;11;79.6;4;11.3
11;9.7;72.1;2;9.5
33;13.1;91.2;4;12.4
41;15.6;99.6;4;11.8
54;18.3;104.1;4;11.1
28;14.2;93.1;4;12.3
34;16.3;99.3;4;13.7
28;15.2;93.5;4;11.2
59;19.8;106.7;4;13.2
30;12.1;85.3;4;12.5
52;20;109.3;4;12.4
7;8.6;67.3;2;9
33;13.7;86.1;4;12.9
7;8.3;69.1;4;11.8
35;14.2;96.4;4;11.3
59;17.6;105.8;4;11.1
51;15.1;100.5;4;12.9
18;12.1;80.6;3;10.7
24;14.6;89.4;4;11.4
43;15.3;98.7;4;12.4
24;14.3;85.3;4;11.4
19;12.5;86.3;4;11.4
33;15.8;97.6;4;11.1
13;10.5;76.7;4;13.3
44;16.8;106.4;4;12.5
41;19.6;107.6;4;11.6
20;13.2;85;4;12.2
41;16.3;95.3;4;12.2
23;11.2;80.6;4;12.7
33;13.1;92.3;4;11.6
13;9.9;76.5;4;11
34;16.3;92.2;4;11.7
40;16.1;96;4;11.5
57;19.6;106.2;4;11.6
41;15.9;98;4;11.5
58;26.9;110.8;4;12.5
56;17.2;105.9;4;12.9
50;21.5;108.2;4;11.8
27;14.6;89.7;2;9.1
45;18;100.5;4;11.2
28;14.4;92.3;4;13.9
7;8.7;69.3;3;10.1
54;16.7;100.3;3;10.8
53;20.9;110;4;12
13;11.8;77.8;3;10.7
22;13.5;87;4;13.3
27;14.4;88.5;4;11.9
13;10.9;76.7;3;10.4
40;15.6;95;4;12.5
37;16.9;97.9;4;11.7
39;17;98.2;4;12.7
50;17.8;102.2;4;12
14;11.3;79.5;2;9.7
52;15.5;103.6;4;12.7
17;8.6;76.4;4;11.3
24;11.9;86.1;4;12.7
10;9.4;71;2;9.4
14;10.3;76.2;3;10.4
18;10.5;79.8;2;8.7
44;18.1;103;4;13.3
53;14.8;99.1;4;11.8
53;27.8;111.5;4;12.3
30;12.4;87.6;2;9.8
24;14;85.7;3;10.6
19;15.5;83.4;2;9.2
21;14;88.5;4;11.4
16;11.8;81.2;4;13.7
48;14.7;99.2;4;14
9;9.7;71.4;4;11.2
46;18.5;101.6;4;11.7
14;10;75.4;2;9.7
13;10.1;76.5;3;10.7
20;11.6;82.1;4;11
46;17;106.2;4;11.1
22;11.6;84.5;3;10.6
54;19.9;110.8;4;13.5
40;13.4;93;4;11
16;9.4;75.9;4;11.8
55;16.8;105.5;4;11.7
25;15.9;93.9;4;12.2
30;12.6;88.5;4;11.6
22;10.7;79.4;4;11.5
47;12.9;96;4;11
15;8.2;70.5;3;10.8
24;10.8;83.6;4;11.1
